Project ID,backers_count,deadline,goal($),id,launched_at,name,pledged($),slug,staff_pick,state,Duration,City,State,Success Rate,Avg. Pledge($)
https://www.kickstarter.com/projects/1867662874/mexican-restaurant-concept-second-unit,1,1496683616,75000,1867662874,1494091616,Mexican Restaurant Concept (Second Unit),1,mexican-restaurant-concept-second-unit,0,failed,30,Flanders, NJ,0.00%,1.00
https://www.kickstarter.com/projects/2123347354/grubbstakeaway-new-store-in-hobken,1,1496897461,75000,2123347354,1494305461,GrubbsTakeAway new store in Hoboken,1,grubbstakeaway-new-store-in-hobken,0,failed,30,Hoboken, NJ,0.00%,1.00
https://www.kickstarter.com/projects/705606026/lisas-cookie-dough-cabaret,3,1495906587,40000,705606026,1492018587,Lisa's Cookie Dough Cabaret,105,lisas-cookie-dough-cabaret,0,failed,45,New Hartford, NY,0.26%,35.00
https://www.kickstarter.com/projects/79454706/queso-kings-farm-to-table-grilled-cheese-bar,53,1494619400,40000,79454706,1492027400,Queso Kings: Farm to Table Grilled Cheese Bar,5212,queso-kings-farm-to-table-grilled-cheese-bar,1,failed,30,Oakland, CA,13.03%,98.34
https://www.kickstarter.com/projects/1919735964/gameroom-bar-and-grill,0,1494647341,80000,1919735964,1492055341,Gameroom Bar & Grill,0,gameroom-bar-and-grill,0,failed,30,Carrollton, GA,0.00%,0.00
https://www.kickstarter.com/projects/164010191/fund-hestons-place,6,1494043200,3000,164010191,1492533955,Fund Heston's Place,711,fund-hestons-place,0,failed,17,Lincoln, NE,23.70%,118.50
https://www.kickstarter.com/projects/320824387/los-angeles-pie-shop-for-pie-lovers,6,1495503212,50000,320824387,1492911212,Los Angeles Pie Shop for Pie Lovers!,452,los-angeles-pie-shop-for-pie-lovers,0,failed,30,Los Angeles, CA,0.90%,75.33
https://www.kickstarter.com/projects/1845864341/random-restaurant,1,1498147199,5000,1845864341,1492963199,Random Restaurant,1,random-restaurant,0,failed,60,Nixa, MO,0.02%,1.00
https://www.kickstarter.com/projects/1875713696/bringing-great-food-to-our-town,0,1498353268,50000,1875713696,1493169268,Bringing great food to our town!,0,bringing-great-food-to-our-town,0,failed,60,Ponchatoula, LA,0.00%,0.00
https://www.kickstarter.com/projects/2006263597/niji-seasonings,1,1495812900,15000,2006263597,1493220900,Niji Seasonings,18,niji-seasonings,0,failed,30,Secaucus, NJ,0.12%,18.00
https://www.kickstarter.com/projects/1307791437/all-restaurants-deliver,0,1493611440,25000,1307791437,1491019440,All Restaurants Deliver,0,all-restaurants-deliver,0,failed,30,St. Louis, MO,0.00%,0.00
https://www.kickstarter.com/projects/2010865398/pick-up-sticks-gaming-parlor-sacramento-area-cafe,8,1493578740,12000,2010865398,1491053945,Pick Up Sticks Gaming Parlor - Sacramento Area Cafe,211,pick-up-sticks-gaming-parlor-sacramento-area-cafe,0,failed,29,Sacramento, CA,1.76%,26.38
https://www.kickstarter.com/projects/204759274/gardinas-pizza-restaurant-re-birth-of-a-family-tra,1,1493662994,7825,204759274,1491070994,Gardinas Pizza Restaurant Re-Birth of a Family Tradition,100,gardinas-pizza-restaurant-re-birth-of-a-family-tra,0,failed,30,Bellbrook, OH,1.28%,100.00
https://www.kickstarter.com/projects/1561509417/ohana-ice-and-treats-a-hawaiian-experience,19,1493701140,15000,1561509417,1491071497,Ohana Ice & Treats: A Hawaiian Experience,2434,ohana-ice-and-treats-a-hawaiian-experience,0,failed,30,Chicago, IL,16.23%,128.11
https://www.kickstarter.com/projects/1584911140/the-kitty-saloon-north-carolinas-first-cat-cafe,13,1493669459,20000,1584911140,1491077459,The Kitty Saloon: North Carolina's First Cat Cafe,505,the-kitty-saloon-north-carolinas-first-cat-cafe,0,failed,30,Charlotte, NC,2.53%,38.85
https://www.kickstarter.com/projects/1582349790/an-amazing-new-experience-and-guaranteed-success,2,1492232340,6000,1582349790,1491235406,An amazing new experience & guaranteed success,51,an-amazing-new-experience-and-guaranteed-success,0,failed,11,Tulsa, OK,0.85%,25.50
https://www.kickstarter.com/projects/2112839519/cuban-petes-cafe-a-reality-on-hold-due-to-recent-a,0,1493951289,30000,2112839519,1491359289,Cuban Pete's Cafe- a reality on hold due to recent accident.,0,cuban-petes-cafe-a-reality-on-hold-due-to-recent-a,0,failed,30,Okeechobee, FL,0.00%,0.00
https://www.kickstarter.com/projects/1931955856/five-star-caterer-first-restaurant-marks-iron-gril,3,1497060616,50000,1931955856,1491876616,Five Star Caterer First Restaurant- Mark's Iron Grill,27,five-star-caterer-first-restaurant-marks-iron-gril,0,failed,60,Newport Beach, CA,0.05%,9.00
https://www.kickstarter.com/projects/526561380/gs-salad-bar,0,1494505324,35000,526561380,1491913324,G's Salad Bar,0,gs-salad-bar,0,failed,30,Virginia Beach, VA,0.00%,0.00
https://www.kickstarter.com/projects/830746936/the-national-parks-cafe,0,1494518820,50000,830746936,1490036760,The National Parks Cafe,0,the-national-parks-cafe,0,failed,51,Denver, CO,0.00%,0.00
https://www.kickstarter.com/projects/534255275/pizza-and-booze,3,1495223547,15000,534255275,1490039547,Fly Pies,125,pizza-and-booze,0,failed,60,Greenville, SC,0.83%,41.67
https://www.kickstarter.com/projects/687241969/spice-shack-artisan-spice-and-coffee-bar,3,1492713930,50000,687241969,1490121930,Spice Shack Artisan Spice & Coffee Bar,27,spice-shack-artisan-spice-and-coffee-bar,0,failed,30,Roanoke, VA,0.05%,9.00
https://www.kickstarter.com/projects/1272797295/the-noble-tree-coffee-house,6,1492800714,2000,1272797295,1490208714,The Noble Tree Coffee House,450,the-noble-tree-coffee-house,0,failed,30,Austin, TX,22.50%,75.00
https://www.kickstarter.com/projects/281021475/barista-alley,18,1492221600,10000,281021475,1490616560,Barista Alley,3115,barista-alley,0,failed,18,Greer, SC,31.15%,173.06
https://www.kickstarter.com/projects/1222085038/boxaway,2,1493237867,75000,1222085038,1490645867,BoxAway,2,boxaway,0,failed,30,Des Moines, IA,0.00%,1.00
https://www.kickstarter.com/projects/832504342/do-you-crave-big-robs-original-nypd-pizza,1,1494548994,65000,832504342,1490660994,DO YOU CRAVE BIG ROB'S ORIGINAL N.Y.P.D. PIZZA?,5,do-you-crave-big-robs-original-nypd-pizza,0,failed,45,Cathedral City, CA,0.01%,5.00
https://www.kickstarter.com/projects/188162547/sliders-a-casual-dining-experience,4,1493431861,35000,188162547,1490839861,SLIDERS: A Casual Dining Experience,111,sliders-a-casual-dining-experience,0,failed,30,Londonderry, NH,0.32%,27.75
https://www.kickstarter.com/projects/299756627/two-cats-in-the-village,33,1494863940,2500,299756627,1490896974,The ZenDen by Two Cats Cafe,970,two-cats-in-the-village,0,failed,45,Muncie, IN,38.80%,29.39
https://www.kickstarter.com/projects/2126887254/give-purrs-a-chance-cat-cafe-spa-adoptions-yoga-da,42,1491876000,8000,2126887254,1490911097,Give Purrs A Chance Cat Cafe Spa Adoptions Yoga Dancing Teas,2050,give-purrs-a-chance-cat-cafe-spa-adoptions-yoga-da,0,failed,11,Berkeley Springs, WV,25.63%,48.81
https://www.kickstarter.com/projects/152691414/amy-christinas-take-and-bake,0,1492033787,4000,152691414,1489441787,Amy Christina's Take and Bake,0,amy-christinas-take-and-bake,0,failed,30,Johnson City, TN,0.00%,0.00
https://www.kickstarter.com/projects/2097744713/mighty-jerk-shack-caribbean-grill,13,1492221822,15000,2097744713,1489543422,Mighty Jerk Shack Caribbean Grill,456,mighty-jerk-shack-caribbean-grill,0,failed,31,Staten Island, NY,3.04%,35.08
https://www.kickstarter.com/projects/1819842363/bringing-more-soul-to-the-city,1,1492182632,15000,1819842363,1489590632,Bringing More Soul to The City!,1,bringing-more-soul-to-the-city,0,failed,30,Benton Harbor, MI,0.01%,1.00
https://www.kickstarter.com/projects/1116867886/education-based-community-coffeehouse,2,1492125960,5000,1116867886,1489625814,Education-Based Community Coffeehouse,2,education-based-community-coffeehouse,0,failed,28,Auburn, NY,0.04%,1.00
https://www.kickstarter.com/projects/1261671595/gardinas-pizza-resturant-a-family-tradition-reborn,7,1490636208,12700,1261671595,1490031408,Gardinas Pizza Restaurant a Family Tradition Reborn,726,gardinas-pizza-resturant-a-family-tradition-reborn,0,failed,7,Bellbrook, OH,5.72%,103.71
https://www.kickstarter.com/projects/320261720/cake-ladys-lovely-sweets,2,1490973838,40000,320261720,1488385438,Cake Lady's Lovely Sweets,11,cake-ladys-lovely-sweets,0,failed,29,Durham, NC,0.03%,5.50
https://www.kickstarter.com/projects/1245061210/the-cherry-tree,2,1490985640,20000,1245061210,1488397240,The Cherry Tree,2,the-cherry-tree,0,failed,29,Tacoma, WA,0.01%,1.00
https://www.kickstarter.com/projects/1083758684/bib-burglar,2,1491109283,6500,1083758684,1488520883,Bib Burglar,6,bib-burglar,0,failed,29,Monrovia, CA,0.09%,3.00
https://www.kickstarter.com/projects/1386948644/athens-fine-dining,20,1491157080,28000,1386948644,1488847807,Tavolino...a new Italian Restaurant for Athens,2450,athens-fine-dining,0,failed,26,Athens, OH,8.75%,122.50
https://www.kickstarter.com/projects/1561028367/rocks-burgers-and-hot-dogs,4,1494215940,70000,1561028367,1489079762,Rock's Burgers and Hot Dogs,85,rocks-burgers-and-hot-dogs,0,failed,59,Hammonton, NJ,0.12%,21.25
https://www.kickstarter.com/projects/994882382/the-sweet-spot-bakery-keep-our-small-town-alive,1,1492987024,55000,994882382,1489102624,The Sweet Spot Bakery - Keep our small town alive,20,the-sweet-spot-bakery-keep-our-small-town-alive,0,failed,44,Fairbury, NE,0.04%,20.00
https://www.kickstarter.com/projects/2098194013/sweet-ts-cupcakes-breakfast-and-lunch,13,1491909982,10000,2098194013,1489148782,"Sweet T's Cupcakes, Breakfast, and Lunch",2435,sweet-ts-cupcakes-breakfast-and-lunch,0,failed,31,Warner Robins, GA,24.35%,187.31
https://www.kickstarter.com/projects/1056563009/don-cookie-galletas-recien-horneadas,1,1491794732,10000,1056563009,1489206332,Don Cookie Galletas recien horneadas,260,don-cookie-galletas-recien-horneadas,0,failed,29,New York, NY,2.60%,260.00
https://www.kickstarter.com/projects/1830536453/may-kaidee-nyc-to-expand-and-become-100-organic,32,1494553312,25000,1830536453,1489369312,May Kaidee NYC to Expand and Become 100% Organic,1467,may-kaidee-nyc-to-expand-and-become-100-organic,1,failed,60,New York, NY,5.87%,45.84
https://www.kickstarter.com/projects/94014464/support-lindavista-for-single-mother,2,1489519567,96050,94014464,1486931167,Support LindaVista for Single Mother,10,support-lindavista-for-single-mother,0,failed,29,Arlington, TX,0.01%,5.00
https://www.kickstarter.com/projects/1109164602/weinie-panini-you-will-be-pressed-to-find-a-better,7,1489809088,40000,1109164602,1487220688,Weinie Panini You'll be hard pressed to find a better Weinie,785,weinie-panini-you-will-be-pressed-to-find-a-better,0,failed,29,State College, PA,1.96%,112.14
https://www.kickstarter.com/projects/783486734/pizza-cat,3,1490275373,12000,783486734,1487686973,Pizza Cat,170,pizza-cat,0,failed,29,Toledo, OH,1.42%,56.67
https://www.kickstarter.com/projects/1959630951/lowrys-lunch-stop,1,1492882787,8500,1959630951,1487702387,Lowry's lunch stop,1,lowrys-lunch-stop,0,failed,59,Kittanning, PA,0.01%,1.00
https://www.kickstarter.com/projects/1077150754/redbrick-pizza-kitchen-cafe-rockwall,0,1490408928,50000,1077150754,1487820528,Redbrick Pizza Kitchen Cafe Rockwall,0,redbrick-pizza-kitchen-cafe-rockwall,0,failed,29,Rockwall, TX,0.00%,0.00
https://www.kickstarter.com/projects/1944825132/soup-is-kindness-in-da-bag,58,1491012600,77000,1944825132,1487853086,Soup is Kindness - In Da Bag!,9327,soup-is-kindness-in-da-bag,0,failed,36,Evergreen, CO,12.11%,160.81
https://www.kickstarter.com/projects/1165177190/finding-me-a-home,3,1490479137,25000,1165177190,1487890737,Finding me a home,285,finding-me-a-home,0,failed,29,Kitty Hawk, NC,1.14%,95.00
https://www.kickstarter.com/projects/2042161083/campaign-for-west-african-cuisine-restaurant,0,1491186000,35000,2042161083,1486052147,Campaign for West African Cuisine Restaurant.,0,campaign-for-west-african-cuisine-restaurant,0,failed,59,Kansas City, MO,0.00%,0.00
https://www.kickstarter.com/projects/1389654598/teaquation-20,33,1488742659,75000,1389654598,1486064259,Teaquation 2.0,8390,teaquation-20,0,failed,31,Redwood City, CA,11.19%,254.24
https://www.kickstarter.com/projects/243758543/fish-camp-on-lake-eustis,0,1488476471,25000,243758543,1486143671,Fish Camp on Lake Eustis,0,fish-camp-on-lake-eustis,0,failed,27,Tavares, FL,0.00%,0.00
https://www.kickstarter.com/projects/904996877/campus-food-ordering-app-foodorme,0,1490905728,5000,904996877,1486157328,Campus Food Ordering App (FOODORME),0,campus-food-ordering-app-foodorme,0,failed,54,New York, NY,0.00%,0.00
https://www.kickstarter.com/projects/2127503335/mjolnir-mead-hall,0,1489039573,75000,2127503335,1486447573,MJOLNIR MEAD HALL,0,mjolnir-mead-hall,0,failed,30,Pocatello, ID,0.00%,0.00
https://www.kickstarter.com/projects/164606405/craft-and-vintage,34,1491706823,25000,164606405,1486526423,Craft & Vintage,4475,craft-and-vintage,0,failed,59,Novato, CA,17.90%,131.62
https://www.kickstarter.com/projects/531762849/help-me-expand-my-home-bakery,0,1488322800,10000,531762849,1486655872,Help Me Expand My Home Bakery,0,help-me-expand-my-home-bakery,0,failed,19,Madison, AL,0.00%,0.00
https://www.kickstarter.com/projects/1140807161/starting-a-gourmet-cupcake-business,0,1489279386,6000,1140807161,1486687386,Starting a gourmet cupcake business,0,starting-a-gourmet-cupcake-business,0,failed,30,Endicott, NY,0.00%,0.00
https://www.kickstarter.com/projects/1817057086/meelys-dream,0,1487981442,100000,1817057086,1485389442,Meely's Dream,0,meelys-dream,0,failed,30,Tavares, FL,0.00%,0.00
https://www.kickstarter.com/projects/94352026/valerie-maes,28,1486689178,5000,94352026,1485393178,Valerie Mae's,2395,valerie-maes,0,failed,15,Wausau, WI,47.90%,85.54
https://www.kickstarter.com/projects/1440769145/beyond-the-sea-treats-at-lincolnville-beach-maine,1,1490714371,20000,1440769145,1485533971,"Beyond the Sea Treats at Lincolnville Beach, Maine",1,beyond-the-sea-treats-at-lincolnville-beach-maine,0,failed,59,Lincolnville, ME,0.01%,1.00
https://www.kickstarter.com/projects/1302584460/kneading-dough-a-bakery-on-the-rise,8,1488260548,45000,1302584460,1485668548,Kneading Dough; A Bakery on the Rise!,565,kneading-dough-a-bakery-on-the-rise,0,failed,30,Lawton, OK,1.26%,70.63
https://www.kickstarter.com/projects/403734241/jacksonville-floridas-premiere-cats-pajamas-cafe,15,1489681505,22000,403734241,1485797105,Jacksonville Florida's Premiere Cat's Pajamas Cafe,492,jacksonville-floridas-premiere-cats-pajamas-cafe,0,failed,44,Jacksonville, FL,2.24%,32.80
https://www.kickstarter.com/projects/39188525/bring-back-mr-mikes-taco-hut,1,1491132994,30000,39188525,1485952594,Bring back Mr. Mikes Taco Hut!,1,bring-back-mr-mikes-taco-hut,0,failed,59,Austin, TX,0.00%,1.00
https://www.kickstarter.com/projects/35009543/breakfast-cafe-a-pay-what-you-can-cafe-so-everybod,0,1488588100,1000,35009543,1485996100,Breakfast Cafe. A Pay What You Can Cafe so Everybody Eats!,0,breakfast-cafe-a-pay-what-you-can-cafe-so-everybod,0,failed,30,Sierra Vista, AZ,0.00%,0.00
https://www.kickstarter.com/projects/711380554/turkitch-turkish-kitchen,9,1491182967,20000,711380554,1486002567,Turkitch - Turkish Kitchen,361,turkitch-turkish-kitchen,0,failed,59,Milwaukee, WI,1.81%,40.11
https://www.kickstarter.com/projects/1929717775/jw3-kitchen-fresh-cuisine,0,1490838360,80000,1929717775,1486007742,JW3 KITCHEN fresh cuisine,0,jw3-kitchen-fresh-cuisine,0,failed,55,Atlanta, GA,0.00%,0.00
https://www.kickstarter.com/projects/736155201/tassys-pizzeria,0,1487259816,10000,736155201,1484667816,Tassy's Pizzeria,0,tassys-pizzeria,0,failed,30,Anderson, IN,0.00%,0.00
https://www.kickstarter.com/projects/705584511/restaurant-dream,1,1487290048,50000,705584511,1484784448,Restaurant Dream,1000,restaurant-dream,0,failed,29,Baltimore, MD,2.00%,1000.00
https://www.kickstarter.com/projects/1873659155/kittens-in-cups-annapolis-cat-cafe,54,1487443077,15000,1873659155,1484851077,Kittens In Cups- Annapolis Cat Cafe,4190,kittens-in-cups-annapolis-cat-cafe,0,failed,30,Annapolis, MD,27.93%,77.59
https://www.kickstarter.com/projects/661075595/daisy-house-atlantic-expansion,7,1487451305,16000,661075595,1484859305,Daisy House Atlantic Expansion,200,daisy-house-atlantic-expansion,0,failed,30,Atchison, KS,1.25%,28.57
https://www.kickstarter.com/projects/512156512/millstone-manor-bed-and-breakfast,2,1490117818,50000,512156512,1484937418,Millstone Manor Bed & Breakfast,2,millstone-manor-bed-and-breakfast,0,failed,59,Pawnee, OK,0.00%,1.00
https://www.kickstarter.com/projects/1823419210/bring-chicago-style-pizza-to-reno-nv,18,1490290605,5000,1823419210,1485110205,Bring Chicago Style Pizza to Reno NV,705,bring-chicago-style-pizza-to-reno-nv,0,failed,59,Reno, NV,14.10%,39.17
https://www.kickstarter.com/projects/68675849/soul-delights,0,1487704440,15000,68675849,1485114364,Soul Delights,0,soul-delights,0,failed,29,Los Angeles, CA,0.00%,0.00
https://www.kickstarter.com/projects/601365881/momma-wades-smoke-house-a-life-long-dream,25,1487803392,30000,601365881,1485211392,Momma Wade's Smoke House - A life long dream.,2490,momma-wades-smoke-house-a-life-long-dream,0,failed,30,Cuyahoga Falls, OH,8.30%,99.60
https://www.kickstarter.com/projects/853935217/mchenry-illinois-hidden-pearl-coffee-rescue-and-mo,80,1485664589,46000,853935217,1483504589,McHenry Illinois Hidden Pearl Coffee Rescue and Move,3760.5,mchenry-illinois-hidden-pearl-coffee-rescue-and-mo,0,failed,25,Mchenry, IL,8.18%,47.01
https://www.kickstarter.com/projects/498632999/aloha-foods-company-startup-specialty-food-market,0,1489057571,30000,498632999,1483873571,Aloha Foods Company - Specialty Food Market & Eatery,0,aloha-foods-company-startup-specialty-food-market,0,failed,60,Kihei, HI,0.00%,0.00
https://www.kickstarter.com/projects/2015612188/ethiopian-eritrean-food-truck-in-eugene,0,1489206059,15000,2015612188,1484022059,Ethiopian/Eritrean Food Catering in Eugene,0,ethiopian-eritrean-food-truck-in-eugene,0,failed,60,Eugene, OR,0.00%,0.00
https://www.kickstarter.com/projects/1842655963/melting-out,0,1486924200,50000,1842655963,1484412877,Melting Out,0,melting-out,0,failed,29,Long Island City, NY,0.00%,0.00
https://www.kickstarter.com/projects/1754676036/double-d-premium-hot-dogs,1,1489701546,35000,1754676036,1484521146,Double D Premium Hot dogs,30,double-d-premium-hot-dogs,0,failed,59,San Diego, CA,0.09%,30.00
https://www.kickstarter.com/projects/800078946/new-fast-food-elotes-duran,1,1488933120,20000,800078946,1484584800,New fast food Elotes Duran,10,new-fast-food-elotes-duran,0,failed,50,Dallas, TX,0.05%,10.00
https://www.kickstarter.com/projects/1477585499/epic-pops-popsicles,1,1487209067,10000,1477585499,1484617067,Epic Pops Popsicles,20,epic-pops-popsicles,0,failed,30,Norman, OK,0.20%,20.00
https://www.kickstarter.com/projects/255100443/tasty-eats-and-treats-cupcake-baking-oven,2,1484752252,5000,255100443,1482160252,Tasty Eats and Treats Cupcake Baking Oven,50,tasty-eats-and-treats-cupcake-baking-oven,0,failed,30,Atlanta, GA,1.00%,25.00
https://www.kickstarter.com/projects/730888943/kiddie-cafe,1,1484767057,55000,730888943,1482175057,Kiddie Cafe,25,kiddie-cafe,0,failed,30,Coeur D'Alene, ID,0.05%,25.00
https://www.kickstarter.com/projects/1948084976/utopia,1,1486899540,95000,1948084976,1482531344,UTOPIA,1,utopia,0,failed,50,Memphis, TN,0.00%,1.00
https://www.kickstarter.com/projects/706660057/fine-dining-relaxed-feel-grub-brothers-pub-and-eat,2,1485471909,25000,706660057,1482879909,Fine dining - Relaxed feel - Grub Brothers Pub & Eatery,15,fine-dining-relaxed-feel-grub-brothers-pub-and-eat,0,failed,30,Brookfield, IL,0.06%,7.50
https://www.kickstarter.com/projects/1322412935/make-papa-binos-amazing,2,1487127600,25000,1322412935,1482950722,Make Papa Binos Amazing,94,make-papa-binos-amazing,0,failed,48,Buffalo, WY,0.38%,47.00
https://www.kickstarter.com/projects/1893546639/munchies-jaxs-late-night-delivery-ft-the-sober-up,2,1484642439,15000,1893546639,1483432839,Munchies: JAX's Late Night Delivery Ft. The Sober Up Lounge,50,munchies-jaxs-late-night-delivery-ft-the-sober-up,0,failed,14,Jacksonville, FL,0.33%,25.00
https://www.kickstarter.com/projects/1505054804/violets-cafe,1,1485998040,50000,1505054804,1480992444,Violet's Café,100,violets-cafe,0,failed,57,Tulare, CA,0.20%,100.00
https://www.kickstarter.com/projects/187693576/seawolf-brewery-restaurant-raw-bar-and-beer-garden,23,1484024340,20000,187693576,1481101829,"Seawolf Brewery, Restaurant, Raw Bar & Beer Garden",1743,seawolf-brewery-restaurant-raw-bar-and-beer-garden,0,failed,33,Annapolis, MD,8.72%,75.78
https://www.kickstarter.com/projects/1157088739/the-rez-food-native-american-frybread-hwy-371-anza,3,1485023399,60000,1157088739,1481135399,The Rez Food Native American Frybread Hwy 371 Anza Cahuilla,36,the-rez-food-native-american-frybread-hwy-371-anza,0,failed,45,Riverside, CA,0.06%,12.00
https://www.kickstarter.com/projects/856628002/make-mullens-great-again,208,1486507001,40000,856628002,1481323001,Make Mullen's Great Again!,18236,make-mullens-great-again,0,failed,60,Watertown, WI,45.59%,87.67
https://www.kickstarter.com/projects/548615689/silk-modern-asian-tapas,12,1484340653,20000,548615689,1481575853,SILK - Modern Asian Tapas,3815,silk-modern-asian-tapas,0,failed,32,Scottsdale, AZ,19.08%,317.92
https://www.kickstarter.com/projects/541402550/americano-mexicano-fruit-and-aqua-bar,0,1484285452,12000,541402550,1481693452,Americano Mexicano (Fruit and Aqua Bar),0,americano-mexicano-fruit-and-aqua-bar,0,failed,30,Tucson, AZ,0.00%,0.00
https://www.kickstarter.com/projects/1134887654/hank-and-maples-coffee-and-cafe,20,1485914820,4000,1134887654,1481771870,Hank & Maple's Coffee and Cafe,2192,hank-and-maples-coffee-and-cafe,0,failed,47,Fredericktown, MO,54.80%,109.60
https://www.kickstarter.com/projects/1774443427/jades-ice-cream,1,1484690743,75000,1774443427,1482098743,Jade's Ice Cream,10,jades-ice-cream,0,failed,30,Buffalo, NY,0.01%,10.00
https://www.kickstarter.com/projects/490061790/mikes-bakery,1,1482532262,7500,490061790,1479940262,Mike's Bakery,10,mikes-bakery,0,failed,30,Richmond, VA,0.13%,10.00
https://www.kickstarter.com/projects/1128040544/the-soda-fountain-0,2,1482886981,50000,1128040544,1480294981,The Soda Fountain,11.5,the-soda-fountain-0,0,failed,30,Olympia, WA,0.02%,5.75
